time,fiber,replicate,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus],k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium,k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__02d06,Unassigned;__;__;__;__;__,k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium,k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales;f__Victivallaceae;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__p-75-a5,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter,k__Bacteria;__;__;__;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;__;__
0,pool,1,2788,3925,3507,4656,1547,1734,1845,1086,348,597,977,584,1468,426,2495,477,418,197,463,201,405,346,144,234,581,209,193,121,185,180,241,194,312,6,11,120,138,199,69,33,28,103,41,15,15,30,24,28,5,26,14,40,21,21,62,16,39,38,18,0,3,3,18,0,0,0,0,0,9,0,6,0,4,7,0,6,3,0,0,12,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,pool,2,2508,3864,3254,4447,1454,1583,1856,1115,345,574,873,510,1470,420,2411,456,433,191,393,180,463,317,141,229,520,193,203,140,229,188,252,153,267,5,7,109,146,170,70,29,27,89,34,20,18,25,15,24,4,20,19,28,23,11,47,13,29,25,16,0,0,2,15,19,0,0,0,0,9,0,8,0,5,0,0,4,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
0,pool,3,2505,3935,3019,4261,1346,1524,1749,1007,354,516,904,541,1339,380,2195,442,370,172,359,175,369,295,142,186,549,160,175,141,168,176,223,144,302,7,8,128,99,151,74,21,25,77,39,19,25,23,21,23,7,24,16,29,25,17,46,17,33,19,16,3,8,0,16,13,3,0,0,0,10,0,0,0,7,0,0,8,0,0,0,19,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
24,blank,1,3971,2160,2594,3553,1051,1724,866,1603,328,566,965,280,1054,412,1988,420,405,179,434,406,340,187,181,548,540,209,126,270,136,373,122,118,462,56,128,154,94,180,58,60,45,102,42,13,79,61,42,35,28,25,15,50,22,3,15,13,54,22,48,0,0,14,11,0,6,16,11,0,5,5,0,16,6,12,0,10,7,6,19,0,0,3,0,6,0,2,7,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0
24,A,1,2806,3344,3265,3196,1250,1062,1003,559,164,711,440,218,408,296,1706,346,352,186,113,160,165,66,84,211,197,57,109,263,33,79,45,47,61,29,30,56,18,61,19,44,17,57,16,7,32,21,11,23,11,8,8,11,17,8,9,4,22,0,10,6,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,B,1,6548,6205,3769,2862,998,930,457,669,569,461,361,286,470,256,638,177,119,415,139,425,222,75,111,280,486,39,67,149,39,134,41,59,130,65,33,105,18,90,14,60,22,41,10,87,41,30,22,10,12,17,13,16,11,13,2,14,25,9,11,11,9,3,6,0,4,0,0,17,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,C,1,6096,5985,3313,2579,803,831,381,609,559,393,334,242,458,209,694,157,101,428,106,417,282,80,70,276,477,35,42,142,41,119,37,64,114,42,26,83,18,72,7,41,18,69,10,97,28,25,18,4,12,11,9,10,11,8,4,7,42,7,17,7,2,5,4,0,4,10,0,7,0,0,3,0,2,0,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
24,D,1,3809,5690,3161,3200,1622,1330,1094,738,419,319,411,235,544,261,773,179,203,274,152,287,196,156,87,219,387,41,45,272,58,144,37,56,132,67,53,123,38,90,25,52,20,53,13,27,33,46,13,13,13,13,20,16,10,12,5,24,9,7,8,2,3,0,3,0,4,0,7,0,5,5,4,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,E,1,5015,6770,3692,3362,1397,1230,1010,657,513,298,327,248,506,280,705,129,114,440,115,318,225,151,96,297,364,34,48,240,38,140,26,69,133,59,34,86,31,91,17,45,17,48,6,27,30,40,9,17,17,13,5,13,7,16,8,31,27,6,8,8,0,5,0,0,11,0,0,0,0,6,6,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
24,F,1,7300,5235,4070,3228,1297,1172,576,761,637,555,589,390,621,264,867,234,133,533,136,420,182,158,76,340,617,61,53,251,59,154,41,70,161,56,35,123,26,109,18,61,20,51,17,79,40,41,13,13,16,14,11,13,13,18,5,23,25,8,4,17,19,7,0,0,6,0,4,0,0,3,6,0,2,0,7,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
24,G,1,6762,4859,3280,3117,1067,1188,591,726,584,413,484,315,487,285,732,225,98,543,115,381,194,133,42,321,517,63,62,222,41,176,34,43,86,63,27,103,24,85,12,57,13,48,13,61,36,30,18,10,19,11,11,10,9,18,6,27,17,8,13,15,14,7,4,0,5,0,6,5,0,3,0,0,4,0,3,0,0,0,5,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,blank,2,4557,2601,2845,4156,1206,2067,1091,1934,354,628,1174,341,1344,496,2275,545,529,226,511,473,469,224,198,687,613,250,152,359,159,436,155,132,522,70,198,168,120,244,69,75,44,120,40,14,87,93,43,30,53,31,27,57,31,4,11,25,53,34,49,6,22,21,12,0,4,8,16,0,12,3,12,26,7,12,0,6,8,3,15,0,5,4,0,6,0,4,6,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0
24,A,2,3767,4470,4015,3907,1503,1469,1446,831,209,951,635,310,543,359,2231,490,477,285,136,215,214,80,114,292,354,97,154,339,48,138,38,76,157,46,50,63,22,99,10,57,17,85,27,13,42,34,16,22,11,11,15,13,0,18,8,3,19,9,12,6,3,4,0,0,0,13,5,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,B,2,6574,6753,3456,2604,877,914,464,830,639,460,421,300,473,230,681,153,139,436,126,518,251,91,112,311,452,43,83,156,34,157,35,62,166,39,46,65,18,99,8,40,18,61,15,88,15,35,8,12,11,13,19,19,8,7,5,19,28,7,11,7,20,5,5,0,7,0,8,19,5,0,0,0,4,0,9,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,C,2,6026,7018,3114,2557,731,846,398,774,668,460,353,260,422,218,688,131,96,368,129,464,270,91,87,311,417,42,70,136,49,168,33,46,138,56,45,74,24,78,8,41,39,59,18,89,30,38,8,7,5,15,6,12,8,7,11,21,22,0,5,6,10,6,0,0,6,0,6,11,0,0,0,0,2,0,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,D,2,3854,6043,3010,3404,1488,1436,1099,732,399,330,499,306,470,302,674,233,143,315,111,323,171,85,82,214,309,53,59,289,41,124,39,58,108,62,51,44,19,87,16,54,28,63,15,27,35,34,21,12,10,17,7,18,9,15,3,49,20,6,11,4,12,7,0,0,10,0,0,0,1,8,6,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,E,2,4787,7142,3245,3442,1299,1433,1033,767,524,360,400,284,499,265,685,167,134,367,114,359,185,128,109,323,397,54,47,231,48,173,40,68,143,71,59,49,19,77,19,54,17,47,14,31,42,42,17,11,15,8,15,25,10,12,7,31,25,10,11,8,10,4,4,0,5,9,5,0,3,9,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0
24,F,2,6814,5076,3814,3173,1203,997,608,798,573,543,576,373,500,281,801,211,130,492,133,421,190,137,66,321,512,66,56,184,36,148,44,76,146,49,34,85,37,95,24,45,20,50,13,70,36,14,18,14,13,7,11,24,8,17,3,24,32,10,13,17,4,5,7,20,4,14,7,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
24,G,2,6646,6312,3456,3167,1149,1106,536,761,536,512,598,361,507,267,776,242,124,485,134,387,237,123,42,307,491,62,59,180,44,177,53,70,112,55,43,84,25,84,16,51,14,63,21,88,41,37,16,15,19,18,16,25,9,15,6,26,25,0,2,18,17,4,7,0,6,0,4,7,2,0,0,0,2,7,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,blank,3,4070,2126,2615,3579,1065,1785,1010,1849,378,584,1086,285,1142,456,1941,438,494,224,412,321,393,173,177,590,560,249,175,299,117,446,123,118,464,58,130,117,82,168,54,47,40,90,42,25,68,74,44,31,34,23,21,44,20,2,17,18,59,26,49,4,2,11,10,19,0,19,7,0,7,4,6,25,8,11,0,6,8,2,17,0,0,8,0,3,0,0,8,8,0,4,0,2,6,0,0,0,0,0,0,0,0,0
24,A,3,3438,3912,3412,3724,1136,1161,1365,807,200,853,562,295,445,278,1805,418,384,265,115,219,146,65,90,210,316,85,146,258,31,107,41,76,148,32,41,56,26,94,13,63,23,69,23,7,25,33,7,23,16,6,8,12,10,13,3,9,26,3,1,7,16,0,6,13,0,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,B,3,5817,5655,3084,2416,648,801,347,723,655,401,374,239,426,205,596,135,114,370,112,425,179,76,100,288,405,44,61,130,32,135,28,50,150,49,29,72,15,94,7,29,25,48,15,82,31,33,10,10,8,7,6,11,10,7,0,28,23,3,8,7,0,7,0,0,2,0,0,16,0,0,0,0,2,0,4,0,5,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
24,C,3,6535,6584,3492,2662,805,904,437,795,663,453,405,265,586,228,748,141,109,357,114,443,289,82,85,339,516,45,61,173,42,162,42,69,123,77,25,75,26,95,16,33,26,52,13,96,24,29,16,11,15,15,8,15,7,10,5,9,18,0,0,9,17,7,8,0,5,0,8,10,3,5,0,0,0,9,6,0,3,4,3,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
24,D,3,3822,5002,3109,3578,1439,1443,1086,861,409,309,504,238,477,297,730,202,173,281,163,275,171,104,89,230,320,46,75,337,44,174,43,74,168,91,38,51,33,85,18,50,12,34,12,28,38,47,14,13,9,10,21,30,10,10,7,49,9,8,8,6,3,0,0,12,8,0,6,0,0,8,4,0,0,0,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,E,3,5751,6869,3594,3926,1446,1571,1143,898,557,372,436,323,594,329,762,179,136,469,118,435,188,187,85,375,402,54,61,270,52,188,47,82,124,72,43,108,30,101,19,56,24,63,17,34,30,32,17,18,27,12,18,18,12,18,8,27,24,5,16,6,26,5,7,12,7,0,10,0,0,10,4,0,2,0,5,4,0,5,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,F,3,7418,5503,3997,3468,1290,1255,541,886,586,540,632,406,582,306,891,228,146,545,141,457,198,135,73,330,614,57,53,239,58,178,49,86,127,69,31,124,36,117,10,60,26,44,21,90,52,34,18,14,18,10,9,28,10,11,8,25,20,12,1,18,9,8,10,15,6,11,4,0,0,0,4,0,9,0,5,0,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
24,G,3,6409,3928,3419,3149,1075,1050,517,765,589,476,528,323,477,267,869,211,133,501,123,439,196,131,49,342,512,68,80,212,46,144,39,64,83,48,47,116,30,84,11,46,26,54,14,56,47,51,13,12,11,13,11,19,8,14,5,28,23,10,7,17,2,3,0,0,5,0,8,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
